일자,중식계,석식계
2021-01-27,1058.4055526024274,414.3857291526978
2021-01-28,946.3726485297516,419.9776035242784
2021-01-29,531.6069044998127,267.5030307729403
2021-02-01,1165.2036510887597,521.4874432771363
2021-02-02,979.4649583120028,391.3340820925274
2021-02-03,973.0614100476005,430.11134278271203
2021-02-04,932.6028692391775,461.7012527971553
2021-02-05,622.880913264567,383.10910440282464
2021-02-08,1253.1350585430064,575.1070354018275
2021-02-09,999.8963605180954,493.70668473376554
2021-02-10,671.9086557422211,258.12463566890784
2021-02-15,1237.1197737641935,741.7523128092135
2021-02-16,1040.8183070312796,633.518875391186
2021-02-17,1039.929666512933,91.8275636503676
2021-02-18,842.7052791587995,457.79955402910025
2021-02-19,609.409596833542,376.93582621895234
2021-02-22,1177.293940339573,628.2418416088874
2021-02-23,945.2377527219472,594.302881630343
2021-02-24,770.9881808590447,384.6999387661739
2021-02-25,769.2145686019828,422.80274549456016
2021-02-26,539.0198777139572,243.62305988523394
2021-03-02,1129.8032759633377,638.5189100579956
2021-03-03,1043.4550537776358,450.3668266112399
2021-03-04,929.3394806013233,543.1725201322076
2021-03-05,618.0458687571457,383.8713141619493
2021-03-08,1251.741300617731,613.3728245304878
2021-03-09,1122.005555044521,601.672953681112
2021-03-10,1078.0236872690975,440.4582971832617
2021-03-11,912.4834319177875,448.80648858107713
2021-03-12,684.9935379895711,250.8053075461001
2021-03-15,1264.9880960199412,690.3333161017295
2021-03-16,982.2682519184987,523.3906393933706
2021-03-17,1000.6930630596534,444.90772422050213
2021-03-18,892.2244404455064,450.7414723681383
2021-03-19,563.8255861887545,36.40470112860228
2021-03-22,1263.582106972891,547.6359854518048
2021-03-23,1001.1811761401391,515.4970628907174
2021-03-24,841.8147140777055,384.9892153067732
2021-03-25,768.7769490599989,396.38238028453964
2021-03-26,510.76968238954544,263.3274716089064
2021-03-29,1175.5884420394736,550.5368349734206
2021-03-30,996.0860852187421,476.56197145280487
2021-03-31,882.152407597566,414.10277645785703
2021-04-01,760.2124904364256,388.000340164934
2021-04-02,515.6693816907658,231.58936621458463
2021-04-05,1222.37074921275,550.6096895520044
2021-04-06,1023.3443748945896,531.3420112473244
2021-04-07,960.1035400917402,429.9143428233973
2021-04-08,839.8899445729214,384.10907398167626
2021-04-09,563.1492481965425,242.53970746189452
