일자,중식계,석식계
2021-01-27,1105.269133771213,138.9561286930004
2021-01-28,973.2412073814672,402.834184840479
2021-01-29,582.7473500785037,256.1924117381388
2021-02-01,1210.2291092362705,550.5672106334848
2021-02-02,1003.5656585568188,395.7002719475057
2021-02-03,1020.6033814920221,411.2674230691398
2021-02-04,930.9508208345528,457.6468362625011
2021-02-05,671.5646747307338,104.71477969151717
2021-02-08,1290.4096991477218,559.4249533721362
2021-02-09,1040.3486244829883,498.2727424517054
2021-02-10,642.334763043738,61.501387276884735
2021-02-15,1254.2197711377748,682.2915303197559
2021-02-16,1068.6254031717203,646.0533823070124
2021-02-17,1102.8784233445408,415.76599972105254
2021-02-18,817.3346313540203,221.18305984258023
2021-02-19,656.4715711167423,371.81843493311317
2021-02-22,1208.2693463484231,597.1104972787247
2021-02-23,996.0437170218385,558.2159832767268
2021-02-24,783.3737867819087,321.3867034934702
2021-02-25,786.3331750267779,417.47909947992605
2021-02-26,556.3093665164649,61.76634703659819
2021-03-02,1118.5370526357024,627.293532796889
2021-03-03,1027.6800227118908,446.93254479743456
2021-03-04,934.5961381782655,485.2884653125232
2021-03-05,640.9575959359601,338.7725204325796
2021-03-08,1284.0028898409719,589.1086876389095
2021-03-09,1074.6814236436483,571.9338155214597
2021-03-10,1097.8033705795158,417.1562730992904
2021-03-11,920.606879064704,191.0906277515603
2021-03-12,737.4603213753232,259.3751558362161
2021-03-15,1293.4266774214475,591.7178073587663
2021-03-16,1040.148572168264,545.2491817453462
2021-03-17,1036.4033367999616,400.62310471442424
2021-03-18,877.5366332097789,419.1471204866371
2021-03-19,644.937506974595,53.540735086882286
2021-03-22,1282.1514462330097,284.46431981261793
2021-03-23,985.8155331968416,480.75334255183617
2021-03-24,860.4341801651517,382.2316389628791
2021-03-25,732.6927357534274,384.4314064305174
2021-03-26,544.1445549504756,58.24553726785124
2021-03-29,1237.845225123739,535.8841359318802
2021-03-30,1055.5466204721763,459.2820174089234
2021-03-31,923.4380732914985,389.6099200059042
2021-04-01,782.3285227802172,356.5521793716671
2021-04-02,540.6127223327945,270.5745185113851
2021-04-05,1232.000176146537,249.19999191875655
2021-04-06,1055.416687575706,202.47601087066113
2021-04-07,983.561447855919,380.25458665371906
2021-04-08,859.1457381600126,410.9309717472751
2021-04-09,609.050331322733,270.71951054926734
