瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2017-01-08 00:00,0
192,柳林,2017-01-08 03:00,2.4
192,柳林,2017-01-08 06:00,.5
192,柳林,2017-01-29 06:00,0
192,柳林,2017-01-29 09:00,.4
192,柳林,2017-01-29 12:00,3.9
192,柳林,2017-01-29 15:00,.1
192,柳林,2017-01-30 00:00,.2
192,柳林,2017-01-30 03:00,.6
192,柳林,2017-01-30 06:00,0
192,柳林,2017-02-04 21:00,0
192,柳林,2017-02-05 00:00,1.7
192,柳林,2017-02-05 03:00,2.4
192,柳林,2017-02-05 06:00,.3
192,柳林,2017-02-05 09:00,0
192,柳林,2017-02-16 18:00,0
192,柳林,2017-02-16 21:00,.5
192,柳林,2017-02-17 00:00,2
192,柳林,2017-02-17 03:00,.4
192,柳林,2017-02-20 09:00,.4
192,柳林,2017-02-20 12:00,0
192,柳林,2017-02-22 06:00,0
192,柳林,2017-02-22 09:00,.1
192,柳林,2017-02-22 12:00,6.7
192,柳林,2017-02-22 15:00,12.3
192,柳林,2017-02-22 18:00,4.4
192,柳林,2017-02-22 21:00,4.3
192,柳林,2017-02-23 00:00,2.3
192,柳林,2017-03-01 21:00,.2
192,柳林,2017-03-02 00:00,.4
192,柳林,2017-03-02 03:00,1.3
192,柳林,2017-03-02 06:00,0
192,柳林,2017-03-20 15:00,0
192,柳林,2017-03-20 18:00,2.1
192,柳林,2017-03-20 21:00,4.2
192,柳林,2017-03-21 00:00,1.6
192,柳林,2017-03-21 03:00,1.6
192,柳林,2017-03-21 06:00,.7
192,柳林,2017-03-25 00:00,0
192,柳林,2017-03-25 03:00,0
192,柳林,2017-03-25 06:00,.8
192,柳林,2017-03-25 09:00,.6
192,柳林,2017-03-25 12:00,.1
192,柳林,2017-03-25 15:00,1.4
192,柳林,2017-03-25 18:00,3.4
192,柳林,2017-03-25 21:00,3.1
192,柳林,2017-03-26 00:00,1.5
192,柳林,2017-03-26 03:00,.1
192,柳林,2017-03-26 15:00,.6
192,柳林,2017-03-26 18:00,0
192,柳林,2017-03-27 00:00,0
192,柳林,2017-03-29 00:00,.6
192,柳林,2017-03-29 03:00,3.2
192,柳林,2017-03-29 06:00,.9
192,柳林,2017-03-29 09:00,.3
192,柳林,2017-03-29 12:00,.1
192,柳林,2017-03-31 06:00,0
192,柳林,2017-03-31 09:00,1.4
192,柳林,2017-03-31 12:00,0
192,柳林,2017-03-31 21:00,1.2
192,柳林,2017-04-01 00:00,1.2
192,柳林,2017-04-01 01:00,0
192,柳林,2017-04-01 02:00,0
192,柳林,2017-04-01 17:00,.3
192,柳林,2017-04-01 18:00,.3
192,柳林,2017-04-01 19:00,0
192,柳林,2017-04-01 20:00,0
192,柳林,2017-04-01 21:00,0
192,柳林,2017-04-05 10:00,0
192,柳林,2017-04-05 11:00,.5
192,柳林,2017-04-05 12:00,1
192,柳林,2017-04-05 13:00,.4
192,柳林,2017-04-05 14:00,.5
192,柳林,2017-04-05 15:00,1.6
192,柳林,2017-04-05 16:00,3.9
192,柳林,2017-04-05 17:00,3.3
192,柳林,2017-04-05 18:00,4.1
192,柳林,2017-04-05 19:00,3.2
192,柳林,2017-04-05 20:00,2.8
192,柳林,2017-04-05 21:00,4.3
192,柳林,2017-04-05 22:00,7.2
192,柳林,2017-04-05 23:00,9
192,柳林,2017-04-06 00:00,6.7
192,柳林,2017-04-06 01:00,6.8
192,柳林,2017-04-06 02:00,1.6
192,柳林,2017-04-06 03:00,.8
192,柳林,2017-04-06 04:00,1
192,柳林,2017-04-06 05:00,1.6
192,柳林,2017-04-06 06:00,1.1
192,柳林,2017-04-06 07:00,2.1
192,柳林,2017-04-06 08:00,.5
192,柳林,2017-04-06 09:00,.2
192,柳林,2017-04-11 00:00,.1
192,柳林,2017-04-11 01:00,.4
192,柳林,2017-04-11 02:00,.3
192,柳林,2017-04-11 03:00,1.3
192,柳林,2017-04-11 04:00,2.5
192,柳林,2017-04-11 05:00,1.8
192,柳林,2017-04-11 06:00,3.2
192,柳林,2017-04-11 07:00,.7
192,柳林,2017-04-11 08:00,.6
192,柳林,2017-04-11 09:00,.7
192,柳林,2017-04-11 10:00,0
192,柳林,2017-04-14 15:00,0
