瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2018-01-08 00:00,.9
192,柳林,2018-01-08 03:00,0
192,柳林,2018-01-08 06:00,0
192,柳林,2018-01-08 09:00,.7
192,柳林,2018-01-08 12:00,.2
192,柳林,2018-01-08 15:00,.5
192,柳林,2018-01-08 18:00,.1
192,柳林,2018-01-10 09:00,.5
192,柳林,2018-01-10 12:00,0
192,柳林,2018-01-10 15:00,0
192,柳林,2018-01-16 12:00,5.4
192,柳林,2018-01-16 15:00,6.8
192,柳林,2018-01-16 18:00,4.1
192,柳林,2018-01-16 21:00,2.4
192,柳林,2018-01-17 00:00,4.2
192,柳林,2018-01-17 06:00,2.4
192,柳林,2018-01-17 09:00,1.1
192,柳林,2018-01-17 12:00,.6
192,柳林,2018-01-22 06:00,0
192,柳林,2018-01-22 21:00,0
192,柳林,2018-01-23 00:00,0
192,柳林,2018-02-23 18:00,0
192,柳林,2018-02-28 12:00,0
192,柳林,2018-02-28 15:00,15.2
192,柳林,2018-02-28 18:00,13.2
192,柳林,2018-02-28 21:00,1.3
192,柳林,2018-03-01 00:00,1.1
192,柳林,2018-03-04 21:00,2.6
192,柳林,2018-03-05 00:00,10.5
192,柳林,2018-03-05 03:00,0
192,柳林,2018-03-05 06:00,1
192,柳林,2018-03-05 09:00,1.9
192,柳林,2018-03-05 12:00,3.1
192,柳林,2018-03-05 15:00,0
192,柳林,2018-03-07 18:00,0
192,柳林,2018-03-07 21:00,3.7
192,柳林,2018-03-08 00:00,9
192,柳林,2018-03-08 03:00,8.1
192,柳林,2018-03-08 06:00,15.6
192,柳林,2018-03-08 09:00,12.4
192,柳林,2018-03-08 12:00,2.5
192,柳林,2018-03-08 15:00,.1
192,柳林,2018-03-15 06:00,3.2
192,柳林,2018-03-15 09:00,10.5
192,柳林,2018-03-15 12:00,24
192,柳林,2018-03-15 15:00,5.7
192,柳林,2018-03-15 18:00,.1
192,柳林,2018-03-16 06:00,3.5
192,柳林,2018-03-16 09:00,.3
192,柳林,2018-03-16 12:00,0
192,柳林,2018-03-18 18:00,.1
192,柳林,2018-03-18 21:00,3.3
192,柳林,2018-03-19 00:00,6.3
192,柳林,2018-03-19 03:00,9
192,柳林,2018-03-19 06:00,13.1
192,柳林,2018-03-19 09:00,9
192,柳林,2018-03-19 12:00,3.5
192,柳林,2018-03-19 15:00,3.3
192,柳林,2018-03-19 18:00,.7
192,柳林,2018-03-19 21:00,1.2
192,柳林,2018-03-20 00:00,.6
192,柳林,2018-03-21 00:00,1.4
192,柳林,2018-03-21 03:00,4.3
192,柳林,2018-03-21 06:00,4.2
192,柳林,2018-03-21 09:00,.1
192,柳林,2018-03-21 12:00,.1
192,柳林,2018-03-21 15:00,1
192,柳林,2018-03-21 18:00,.2
192,柳林,2018-04-04 12:00,.9
192,柳林,2018-04-04 13:00,.8
192,柳林,2018-04-04 14:00,1.3
192,柳林,2018-04-04 15:00,0
192,柳林,2018-04-04 16:00,9.5
192,柳林,2018-04-04 17:00,1.6
192,柳林,2018-04-04 18:00,0
192,柳林,2018-04-04 19:00,.4
192,柳林,2018-04-04 20:00,.1
192,柳林,2018-04-04 21:00,.1
192,柳林,2018-04-04 22:00,.9
192,柳林,2018-04-04 23:00,.1
192,柳林,2018-04-05 00:00,0
192,柳林,2018-04-05 01:00,0
192,柳林,2018-04-05 02:00,.1
192,柳林,2018-04-05 03:00,.3
192,柳林,2018-04-05 04:00,0
192,柳林,2018-04-05 06:00,.3
192,柳林,2018-04-05 07:00,0
192,柳林,2018-04-05 08:00,.4
192,柳林,2018-04-05 09:00,1.6
