瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2019-01-12 00:00,0
192,柳林,2019-01-12 03:00,2.5
192,柳林,2019-01-12 06:00,1.5
192,柳林,2019-01-12 09:00,0
192,柳林,2019-01-12 12:00,0
192,柳林,2019-01-19 21:00,0
192,柳林,2019-01-20 00:00,0
192,柳林,2019-01-20 03:00,0
192,柳林,2019-01-31 03:00,0
192,柳林,2019-01-31 06:00,1
192,柳林,2019-01-31 09:00,2.5
192,柳林,2019-01-31 12:00,4
192,柳林,2019-01-31 15:00,2
192,柳林,2019-01-31 18:00,0
192,柳林,2019-02-03 00:00,0
192,柳林,2019-02-03 03:00,1
192,柳林,2019-02-03 06:00,5
192,柳林,2019-02-03 09:00,7
192,柳林,2019-02-03 12:00,0
192,柳林,2019-02-03 15:00,.5
192,柳林,2019-02-03 18:00,0
192,柳林,2019-02-18 18:00,0
192,柳林,2019-02-19 00:00,0
192,柳林,2019-02-19 03:00,2.5
192,柳林,2019-02-19 06:00,10
192,柳林,2019-02-19 09:00,13.5
192,柳林,2019-02-19 12:00,3
192,柳林,2019-02-19 15:00,0
192,柳林,2019-02-27 06:00,.4
192,柳林,2019-02-27 09:00,.1
192,柳林,2019-02-27 12:00,0
192,柳林,2019-02-28 00:00,0
192,柳林,2019-02-28 03:00,.5
192,柳林,2019-03-04 00:00,0
192,柳林,2019-03-06 06:00,0
192,柳林,2019-03-06 09:00,.5
192,柳林,2019-03-06 12:00,1.5
192,柳林,2019-03-10 00:00,0
192,柳林,2019-03-10 03:00,2.5
192,柳林,2019-03-10 06:00,4.5
192,柳林,2019-03-10 09:00,6.5
192,柳林,2019-03-10 12:00,3
192,柳林,2019-03-10 15:00,3.5
192,柳林,2019-03-10 18:00,1
192,柳林,2019-03-10 21:00,0
192,柳林,2019-03-11 18:00,0
192,柳林,2019-03-12 18:00,0
192,柳林,2019-03-15 15:00,0
192,柳林,2019-03-15 18:00,0
192,柳林,2019-03-20 18:00,1
192,柳林,2019-03-20 21:00,8.5
192,柳林,2019-03-21 00:00,9.5
192,柳林,2019-03-21 03:00,0
192,柳林,2019-03-23 18:00,0
192,柳林,2019-03-30 06:00,0
192,柳林,2019-04-09 15:00,0
192,柳林,2019-04-09 16:00,0
192,柳林,2019-04-09 17:00,0
192,柳林,2019-04-09 18:00,.1
192,柳林,2019-04-09 19:00,2.6
192,柳林,2019-04-09 20:00,.8
192,柳林,2019-04-09 21:00,4.5
192,柳林,2019-04-09 22:00,3.9
192,柳林,2019-04-09 23:00,5.9
192,柳林,2019-04-10 00:00,6.2
192,柳林,2019-04-10 01:00,5.2
192,柳林,2019-04-10 02:00,2.8
192,柳林,2019-04-10 03:00,2.2
192,柳林,2019-04-10 04:00,.7
192,柳林,2019-04-10 05:00,0
192,柳林,2019-04-14 13:00,0
192,柳林,2019-04-23 13:00,.7
192,柳林,2019-04-23 14:00,.7
192,柳林,2019-04-23 15:00,.8
192,柳林,2019-04-23 16:00,1.1
192,柳林,2019-04-23 17:00,.1
192,柳林,2019-04-23 18:00,.6
192,柳林,2019-04-23 19:00,.6
192,柳林,2019-04-23 20:00,2.5
192,柳林,2019-04-23 22:00,.1
192,柳林,2019-04-23 23:00,.3
192,柳林,2019-04-24 00:00,.8
192,柳林,2019-04-24 01:00,1.4
192,柳林,2019-04-24 02:00,1.9
192,柳林,2019-04-24 03:00,1.4
192,柳林,2019-04-24 04:00,.6
192,柳林,2019-04-24 05:00,.3
192,柳林,2019-04-24 06:00,.1
192,柳林,2019-04-24 08:00,.1
192,柳林,2019-04-24 09:00,.2
192,柳林,2019-04-24 21:00,0
192,柳林,2019-04-25 04:00,0
192,柳林,2019-04-25 05:00,3.8
192,柳林,2019-04-25 06:00,4.3
192,柳林,2019-04-25 07:00,.4
192,柳林,2019-04-25 08:00,.6
192,柳林,2019-04-25 09:00,.2
192,柳林,2019-04-25 11:00,.3
192,柳林,2019-04-25 12:00,.4
192,柳林,2019-04-25 13:00,.2
192,柳林,2019-04-25 14:00,.1
192,柳林,2019-04-25 18:00,0
192,柳林,2019-04-25 21:00,0
192,柳林,2019-04-25 22:00,.1
192,柳林,2019-04-25 23:00,.3
192,柳林,2019-04-26 00:00,.4
192,柳林,2019-04-26 16:00,0
192,柳林,2019-04-26 17:00,0
192,柳林,2019-04-26 18:00,0
192,柳林,2019-04-26 19:00,0
192,柳林,2019-04-26 20:00,0
192,柳林,2019-04-26 21:00,0
192,柳林,2019-04-26 22:00,0
192,柳林,2019-04-26 23:00,0
192,柳林,2019-04-27 01:00,0
192,柳林,2019-04-27 02:00,0
192,柳林,2019-04-28 10:00,0
192,柳林,2019-04-28 11:00,.1
192,柳林,2019-04-29 08:00,0
192,柳林,2019-04-29 09:00,.7
192,柳林,2019-04-29 10:00,1.4
192,柳林,2019-04-29 11:00,3.7
192,柳林,2019-04-29 12:00,1.9
192,柳林,2019-04-29 13:00,6.2
192,柳林,2019-04-29 14:00,8
192,柳林,2019-04-29 15:00,10.2
192,柳林,2019-04-29 16:00,4.2
192,柳林,2019-04-29 17:00,7.4
192,柳林,2019-04-29 18:00,6.2
192,柳林,2019-04-29 19:00,3.4
192,柳林,2019-04-29 20:00,.8
192,柳林,2019-04-29 23:00,0
192,柳林,2019-04-30 00:00,.1
192,柳林,2019-05-07 01:00,0
192,柳林,2019-05-14 14:00,0
192,柳林,2019-05-17 21:00,0
192,柳林,2019-05-17 22:00,2
192,柳林,2019-05-17 23:00,2.2
192,柳林,2019-05-18 00:00,.5
192,柳林,2019-05-18 01:00,1
192,柳林,2019-05-18 02:00,1.5
192,柳林,2019-05-18 03:00,.4
192,柳林,2019-05-18 04:00,3.7
192,柳林,2019-05-18 05:00,2
192,柳林,2019-05-18 06:00,2.1
192,柳林,2019-05-18 07:00,3.6
192,柳林,2019-05-18 08:00,4.6
192,柳林,2019-05-18 09:00,5.9
192,柳林,2019-05-18 10:00,3.2
192,柳林,2019-05-18 11:00,3.5
192,柳林,2019-05-18 12:00,2.3
192,柳林,2019-05-18 13:00,2
192,柳林,2019-05-18 14:00,3.2
192,柳林,2019-05-18 15:00,1.8
192,柳林,2019-05-18 16:00,2.3
192,柳林,2019-05-18 17:00,1.1
192,柳林,2019-05-19 01:00,0
192,柳林,2019-05-19 04:00,.2
192,柳林,2019-05-19 05:00,.8
192,柳林,2019-05-19 06:00,1.4
192,柳林,2019-05-19 07:00,.9
